Title,Equation,Description,Source
Untitled Equation,"Moment Generating Function of Arithmetic Average (Jump-Diffusion)
M_{\bar{A}_T}(\theta) = \exp\left[\theta \frac{S_0(e^{rT} - 1)}{rT} + \frac{\theta^2 \sigma^2}{2T^2} \int_0^T \int_0^T e^{r(u+v)} \min(u,v) du dv + \frac{\lambda}{T^2} \int_0^T \int_0^T \left[e^{\theta S_0 e^{ru} \mathbb{E}[Y^{(\theta+1)v}]} - e^{\theta S_0 e^{ru} + \theta S_0 e^{rv} + \theta S_0 e^{r(u+v)}}\right] du dv\right]
This captures the complex interaction of diffusion and jump components in the arithmetic average. Numerical inversion of this MGF (via Fourier methods) provides prices for Asian options with jumps.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Multilevel Monte Carlo for Asian Options
\hat{C}_{MLMC} = \frac{1}{M_0} \sum_{j=1}^{M_0} \hat{P}_0^{(j)} + \sum_{\ell=1}^L \frac{1}{M_\ell} \sum_{j=1}^{M_\ell} \left(\hat{P}_\ell^{(j)} - \hat{P}_{\ell-1}^{(j)}\right)
where \hat{P}_\ell^{(j)} is the payoff computed with n_\ell observation points (mesh level \ell). Giles (2008) showed that by computing differences between levels and allocating samples optimally across levels, the computational complexity can be reduced from O(M^{-2}) for standard Monte Carlo to O(M^{-2} \log M) or better for path-dependent options like Asian options.",,eq3/asian-options-phd-equations.md
Variables:,"- \(F_t\): Forward price - \(\alpha_t\): Stochastic volatility - \(\beta\): Elasticity parameter (\(0 \le \beta \le 1\)) - \(\nu\): Volatility of volatility - \(\rho\): Correlation between forward and volatility #### 4. Merton Jump Diffusion \frac{dS_t}{S_t} = (r-q-\lambda \bar{\mu}) dt + \sigma dW_t + (J_t - 1) dN_t \ln J_t \sim N(\mu_J, \sigma_J^2), \quad \bar{\mu} = e^{\mu_J + \sigma_J^2/2} - 1 \phi(u) = \exp\left( iu \ln S_t + iu (r-q-\lambda\bar{\mu})\tau - \frac{1}{2} u^2 \sigma^2 \tau + \lambda\tau (e^{iu\mu_J - u^2\sigma_J^2/2} - 1) \right) --- *(Continued in next section: Interest Rate Derivatives)*",,eq3/iflow-primer/formulas.csv
Untitled Equation,"Dynamic Conditional CAPM (DCAPM)
\beta_{i,t} = \frac{\text{Cov}_t(R_{i,t+1}, R_{m,t+1})}{\text{Var}_t(R_{m,t+1})}
where the conditional covariance and variance are modeled with GARCH processes: \text{Var}_t(R_{m,t+1}) = \omega + \alpha \epsilon_{m,t}^2 + \beta \text{Var}_{t-1}(R_{m}). Similarly for the conditional covariance. This captures time-varying second moments. Empirical implementations find that conditional variances are highly persistent, implying that risk premiums vary with market volatility. During high volatility periods, expected returns increase for a given beta.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Asian Option Pricing via Partial Differential Equation
\frac{\partial V}{\partial \tau} = \frac{1}{2}\eta^2 S^2 \frac{\partial^2 V}{\partial S^2} + (r + \eta^2)S \frac{\partial V}{\partial S} - rV + \frac{1}{\tau}(S \frac{\partial V}{\partial S} - V)
where \tau = T - t, \eta^2 = \sigma^2 \frac{1 - e^{-2r(T-t)}}{2r(T-t)}, and V = V(S, A, t) is the option value with current asset price S and accumulated average A. This is the PDE derived by Vecer (2001) for continuously monitored arithmetic Asian options. The PDE is three-dimensional (S, A, t) but can be reduced to two dimensions using dimensional reduction techniques.",,eq3/asian-options-phd-equations.md
Untitled Equation,"SVI Jump-Wings Parameterization
w(K, T) = \begin{cases}
a + b\{-\rho + 2\lambda - \sqrt{1 - \rho^2}}[K - x_1] & \text{if } K < x_1 \\
a + b\{\rho(K - x_2) + \sqrt{(K - x_2)^2 + \sigma^2}} & \text{if } x_1 \leq K \leq x_2 \\
a + b\{\rho(K - x_2) + \sqrt{(K - x_2)^2 + \sigma^2}} & \text{if } K > x_2
\end{cases}
where x_1 and x_2 are knot points controlling the left and right wings, and \lambda is an additional parameter for fine-tuning the left wing. This parameterization, developed by Gatheral and Jacquier (2014), guarantees no-arbitrage conditions by construction and provides more flexibility in matching market data than the basic SVI form.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Stochastic Volatility: Implied Volatility Approximation
\sigma_{imp}^2(K,T) \approx \bar{\sigma}^2 - \frac{\rho \xi \bar{\sigma} d}{\sqrt{T}} + \frac{(5\rho^2/4 - 3/2)\xi^2}{T}
where \bar{\sigma} is average volatility, \xi is volatility-of-volatility, and d = \frac{\ln(F/K)}{\bar{\sigma}\sqrt{T}} is standardized log-moneyness. This approximation, valid for small volatility-of-volatility \xi, shows that stochastic volatility generates skew proportional to correlation \rho and smile curvature proportional to \xi^2. Negative correlation (\rho < 0) produces the characteristic negative skew of equity markets.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Kou Option Pricing Formula
V(S, t) = \sum_{n=0}^{\infty} \sum_{k=0}^{n} \frac{e^{-\lambda \tau}(\lambda \tau)^n}{n!} \binom{n}{k} p^k q^{n-k} V_{BS}(S, t; \sigma^2, r - \lambda \kappa + \frac{k \eta_1}{\tau} - \frac{(n-k)\eta_2}{\tau} - \frac{k}{\tau} - \frac{n-k}{\tau})
where the double sum accounts for both the total number of jumps n and the number of upward jumps k
This formula extends the Merton representation by distinguishing between upward and downward jumps. The binomial coefficient captures all possible sequences of jump directions, allowing for a more detailed representation of the jump process compared to the Merton model.",,eq3/jump-diffusion-primer.txt
Untitled Equation,"European Option Pricing Formula
V(S, t) = \sum_{n=0}^{\infty} \frac{e^{-\lambda \tau}(\lambda \tau)^n}{n!} V_{BS}(S, t; \sigma^2 + n \frac{\sigma_J^2}{\tau}, r - \lambda \kappa + \frac{n}{\tau}(\mu_J + \frac{1}{2}\sigma_J^2))
where \tau = T - t is the time to maturity and V_{BS} is the standard Black-Scholes formula
This elegant formula shows that a jump diffusion option price can be expressed as a weighted sum of Black-Scholes prices with modified volatility and drift parameters. The weights follow a Poisson distribution representing the number of jumps, providing a connection between the jump diffusion model and the familiar Black-Scholes framework.",,eq3/jump-diffusion-primer.txt
Untitled Equation,"Conditional CAPM with Stochastic Discount Factor
E_t[M_{t+1}R_{i,t+1}] = 1
where M_{t+1} = \delta - \lambda_t \eta_{t+1} is the stochastic discount factor, \delta is the time preference parameter, \lambda_t is the market price of risk at time t, and \eta_{t+1} is the market return innovation. The discount factor is conditionally log-normal. This yields the conditional CAPM: E_t[R_{i,t+1}] = \frac{1}{E_t[M_{t+1}]} + \frac{\text{Cov}_t(M_{t+1}, R_{i,t+1})}{E_t[M_{t+1}]}. Conditional moments replace unconditional moments in the standard CAPM derivation, allowing the risk-free rate, market risk premium, and betas to all vary with the information set.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Black CAPM with Inefficient Market Proxy Test
\hat{\lambda}_0 = \frac{\sum_{i=1}^N \frac{1}{\hat{\beta}_i}(\bar{R}_i - R_f)}{\sum_{i=1}^N \frac{1}{\hat{\beta}_i^2}}
where \hat{\lambda}_0 estimates the zero-beta rate when using an inefficient market proxy, \hat{\beta}_i are estimated betas, and \bar{R}_i are sample mean returns. Stambaugh (1982) derived this minimum-distance estimator. When the market proxy is inefficient, the estimated zero-beta rate is biased. The bias direction depends on how the proxy deviates from the true market portfolio. This test helps assess whether CAPM rejections stem from theoretical failure or from proxy inefficiency.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Heston Characteristic Function
\phi_{Heston}(u, t) = \exp\left\{i u \ln(S_t) + \frac{\kappa \theta}{\xi^2}\left[(\kappa - \rho \xi i u - d)t - 2 \ln\left(\frac{1 - g e^{-dt}}{1 - g}\right)\right] + \frac{v_t ( \kappa - \rho \xi i u - d)(1 - e^{-dt})}{\xi^2 (1 - g e^{-dt})}\right\}
where d = \sqrt{(\rho \xi i u - \kappa)^2 + \xi^2(i u + u^2)}, g = \frac{\kappa - \rho \xi i u - d}{\kappa - \rho \xi i u + d}, and v_t is current variance. This characteristic function, derived from affine structure of the Heston model, enables pricing via fast Fourier transform methods (Carr-Madan, Lewis). The existence of a closed-form characteristic function makes Heston computationally efficient compared to general stochastic volatility models.",,eq3/asian-options-phd-equations.md
Bond Price in G2++,"P(t,T) = \frac{P(0,T)}{P(0,t)} \exp\left( -\frac{1}{2}(V(t,T) - V(0,T) + V(0,t)) - M_x(t,T) x_t - M_y(t,T) y_t \right) M_x(t,T) = \frac{1 - e^{-\kappa_1(T-t)}}{\kappa_1}, \quad M_y(t,T) = \frac{1 - e^{-\kappa_2(T-t)}}{\kappa_2} V(t,T) = \frac{\sigma_1^2}{\kappa_1^2} \left( (T-t) - 2M_x(t,T) + \frac{1 - e^{-2\kappa_1(T-t)}}{2\kappa_1} \right) + \frac{\sigma_2^2}{\kappa_2^2} \left( (T-t) - 2M_y(t,T) + \frac{1 - e^{-2\kappa_2(T-t)}}{2\kappa_2} \right) + 2\rho \frac{\sigma_1 \sigma_2}{\kappa_1 \kappa_2} \left( (T-t) - M_x(t,T) - M_y(t,T) + \frac{1 - e^{-(\kappa_1+\kappa_2)(T-t)}}{\kappa_1+\kappa_2} \right) df(t,T) = \mu(t,T) dt + \sigma(t,T) dW_t^{\mathbb{Q}} \mu(t,T) = \sigma(t,T) \int_t^T \sigma(t,s) ds",Variables: | See markdown for detailed variables and explanation,eq3/iflow-primer/formulas_v2.csv; eq3/iflow-primer/formulas_clean.csv
Untitled Equation,"Explicit Finite Difference Scheme
V_{i,j+1} = V_{i,j} + Δt (μ_{i,j} \frac{V_{i+1,j} - V_{i-1,j}}{2ΔS} + \frac{1}{2}σ_{i,j}² \frac{V_{i+1,j} - 2V_{i,j} + V_{i-1,j}}{ΔS²} - rV_{i,j})
where V_{i,j} represents option value at asset price S_i = iΔS and time t_j = jΔt, μ_{i,j} is the drift coefficient, σ_{i,j} is the volatility, r is the risk-free rate, ΔS is the asset price grid spacing, and Δt is the time step. This scheme approximates the Black-Scholes PDE using forward difference in time and central differences in space. The explicit nature means V_{i,j+1} can be computed directly from known values at time step j, making it computationally efficient but subject to strict stability constraints.",,eq3/stochastic_calculus_primer.md
Variables:,"- \(H\): Barrier level (\(H < S_t\)) - \(C_{\text{BS}}(S, K, \dots)\): Black-Scholes call price \text{Price via PDE with cumulative time variable } A_t = \int_0^t \mathbf{1}_{\{S_u \le H\}} du \frac{\partial V}{\partial t} + (r-q)S \frac{\partial V}{\partial S} + \frac{1}{2} \sigma^2 S^2 \frac{\partial^2 V}{\partial S^2} - rV + \mathbf{1}_{\{S \le H\}} \frac{\partial V}{\partial A} = 0 #### 2. Multi-Asset Options V(S^1_t, S^2_t, T) = S^1_t e^{-q_1(T-t)} \Phi(d_1) - S^2_t e^{-q_2(T-t)} \Phi(d_2) d_1 = \frac{\ln(S^1_t/S^2_t) + (q_2 - q_1 + \hat{\sigma}^2/2)(T-t)}{\hat{\sigma} \sqrt{T-t}}, \quad d_2 = d_1 - \hat{\sigma} \sqrt{T-t} \hat{\sigma} = \sqrt{\sigma_1^2 + \sigma_2^2 - 2\rho\sigma_1\sigma_2}",,eq3/iflow-primer/formulas.csv
Untitled Equation,"Zero-Beta Portfolio Construction
w_z = \frac{\Sigma^{-1}\mathbf{1} - \frac{\mathbf{1}'\Sigma^{-1}\mu_w}{\sigma_w^2}w_m}{\mathbf{1}'\Sigma^{-1}\mathbf{1} - \frac{(\mathbf{1}'\Sigma^{-1}\mu_w)^2}{\sigma_w^2}}
where w_z is the vector of zero-beta portfolio weights, w_m is the market portfolio weights, \mu_w is the vector of expected returns for the market portfolio, and \sigma_w^2 is the market portfolio variance. The zero-beta portfolio is found by minimizing variance subject to the zero covariance constraint with the market portfolio and full investment constraint. This portfolio lies on the minimum-variance frontier and serves as the risk-free benchmark in the absence of a true riskless asset.",,eq3/asian-options-phd-equations.md
Untitled Equation,"Crank-Nicolson Scheme
V_{i,j+1} = V_{i,j} + \frac{Δt}{2} [μ_{i,j} \frac{V_{i+1,j} - V_{i-1,j}}{2ΔS} + \frac{1}{2}σ_{i,j}² \frac{V_{i+1,j} - 2V_{i,j} + V_{i-1,j}}{ΔS²} - rV_{i,j} + μ_{i,j+1} \frac{V_{i+1,j+1} - V_{i-1,j+1}}{2ΔS} + \frac{1}{2}σ_{i,j+1}² \frac{V_{i+1,j+1} - 2V_{i,j+1} + V_{i-1,j+1}}{ΔS²} - rV_{i,j+1}]
The Crank-Nicolson scheme averages the explicit and implicit discretizations, providing second-order accuracy in both time and space O(Δt² + ΔS²). This scheme is unconditionally stable and converges faster than purely implicit methods while maintaining computational efficiency. The averaging operator creates a tridiagonal system at each time step, preserving the advantageous matrix structure of the implicit scheme.",,eq3/stochastic_calculus_primer.md
Variables:,"- \(w_i\): Weights - \(F_i\): Forward price of asset \(i\) - \(\rho_{ij}\): Correlation between assets \(i\) and \(j\) C \approx e^{-r(T-t)} \left( F_1 \Phi(d_1) - (F_2 + K) \Phi(d_2) \right) d_1 = \frac{\ln(F_1/(F_2+K)) + \tilde{\sigma}^2 T/2}{\tilde{\sigma} \sqrt{T}}, \quad d_2 = d_1 - \tilde{\sigma} \sqrt{T} \tilde{\sigma} = \sqrt{\sigma_1^2 + \left( \frac{F_2}{F_2+K} \sigma_2 \right)^2 - 2\rho \sigma_1 \sigma_2 \frac{F_2}{F_2+K}} C_{\max} = S^1_t e^{-q_1(T-t)} \Phi(d_{11}) + S^2_t e^{-q_2(T-t)} \Phi(d_{22}) - K e^{-r(T-t)} M(d_{11}-\sigma_1\sqrt{T-t}, d_{22}-\sigma_2\sqrt{T-t}; \rho) d_{11} = \frac{\ln(S^1_t/K) + (r-q_1+\sigma_1^2/2)(T-t)}{\sigma_1\sqrt{T-t}}, \quad d_{22} = \frac{\ln(S^2_t/K) + (r-q_2+\sigma_2^2/2)(T-t)}{\sigma_2\sqrt{T-t}}",,eq3/iflow-primer/formulas.csv
Untitled Equation,"ADI Method for Two Dimensions
Step 1 (x-direction implicit, y-direction explicit):
V_{i,j}^* = V_{i,j} + \frac{Δt}{2} (a_x δ_x^2 V_{i,j}^* + a_y δ_y^2 V_{i,j})
Step 2 (x-direction explicit, y-direction implicit):
V_{i,j}^{n+1} = V_{i,j}^* + \frac{Δt}{2} (a_x δ_x^2 V_{i,j}^* + a_y δ_y^2 V_{i,j}^{n+1})
where δ_x^2 and δ_y^2 represent the second difference operators in x and y directions respectively, and a_x, a_y are the diffusion coefficients. The Alternating Direction Implicit (ADI) method reduces the computational complexity of two-dimensional problems from O(N^4) to O(N^3) per time step by solving a sequence of one-dimensional implicit problems. The method maintains unconditional stability and second-order accuracy when the operators commute.",,eq3/stochastic_calculus_primer.md
Untitled Equation,"Vanna-Volga Volatility Interpolation
\sigma_{imp}(K, T) \approx \sigma_{ATMF}(T) \exp\left[\frac{\text{Vanna}}{\text{Vega}_0} \cdot \text{RR} + \frac{\text{Volga}}{\text{Vega}_0} \cdot \frac{\text{BF}}{2}\right]
where \text{Vanna} = \frac{\partial \Delta}{\partial \sigma} is the second-order cross sensitivity between delta and volatility, \text{Volga} = \frac{\partial^2 V}{\partial \sigma^2} is the convexity with respect to volatility, \text{RR} is the risk reversal measure capturing skew, and \text{BF} is the butterfly spread measure capturing smile curvature. The Vanna-Volga method uses market-observed risk reversal and butterfly spreads to construct the full implied volatility surface from ATMF volatilities. It assumes that higher-order Greeks can explain the smile structure.",,eq3/asian-options-phd-equations.md
Variables:,"- \(x_t, y_t\): Two latent state variables - \(\varphi(t)\): Deterministic shift to fit initial curve - \(\rho\): Correlation between factors P(t,T) = \frac{P(0,T)}{P(0,t)} \exp\left( -\frac{1}{2}(V(t,T) - V(0,T) + V(0,t)) - M_x(t,T) x_t - M_y(t,T) y_t \right) M_x(t,T) = \frac{1 - e^{-\kappa_1(T-t)}}{\kappa_1}, \quad M_y(t,T) = \frac{1 - e^{-\kappa_2(T-t)}}{\kappa_2} V(t,T) = \frac{\sigma_1^2}{\kappa_1^2} \left( (T-t) - 2M_x(t,T) + \frac{1 - e^{-2\kappa_1(T-t)}}{2\kappa_1} \right) + \frac{\sigma_2^2}{\kappa_2^2} \left( (T-t) - 2M_y(t,T) + \frac{1 - e^{-2\kappa_2(T-t)}}{2\kappa_2} \right) + 2\rho \frac{\sigma_1 \sigma_2}{\kappa_1 \kappa_2} \left( (T-t) - M_x(t,T) - M_y(t,T) + \frac{1 - e^{-(\kappa_1+\kappa_2)(T-t)}}{\kappa_1+\kappa_2} \right) #### 5. Heath-Jarrow-Morton (HJM) Framework df(t,T) = \mu(t,T) dt + \sigma(t,T) dW_t^{\mathbb{Q}} \mu(t,T) = \sigma(t,T) \int_t^T \sigma(t,s) ds",,eq3/iflow-primer/formulas.csv
Variables:,"- \(\kappa\): Speed of mean reversion - \(\theta\): Long-term mean level - \(\sigma\): Volatility of short rate - \(W_t^{\mathbb{Q}}\): Brownian motion under risk-neutral measure P(t,T) = A(t,T) e^{-B(t,T) r_t} B(t,T) = \frac{1 - e^{-\kappa(T-t)}}{\kappa} A(t,T) = \exp\left( \left(\theta - \frac{\sigma^2}{2\kappa^2}\right)(B(t,T) - (T-t)) - \frac{\sigma^2}{4\kappa} B(t,T)^2 \right) #### 2. Cox-Ingersoll-Ross (CIR) Model dr_t = \kappa(\theta - r_t) dt + \sigma \sqrt{r_t} dW_t^{\mathbb{Q}} P(t,T) = A(t,T) e^{-B(t,T) r_t} B(t,T) = \frac{2(e^{\gamma(T-t)} - 1)}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma} A(t,T) = \left( \frac{2\gamma e^{(\kappa+\gamma)(T-t)/2}}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma} \right)^{2\kappa\theta/\sigma^2} \gamma = \sqrt{\kappa^2 + 2\sigma^2} #### 3. Hull-White (Extended Vasicek) Model dr_t = (\theta(t) - \kappa r_t) dt + \sigma dW_t^{\mathbb{Q}}",,eq3/iflow-primer/formulas.csv
Variables:,"- \(n_t\): Nominal short rate - \(r_t\): Real short rate - \(I_t\): Inflation index - \(\pi_t\): Instantaneous inflation rate P_{\text{real}}(t,T) = \mathbb{E}^{\mathbb{Q}}\left[ e^{-\int_t^T r_s ds} \middle| \mathcal{F}_t \right] = A_r(t,T) e^{-B_r(t,T) r_t} P_{\text{nominal}}(t,T) = \mathbb{E}^{\mathbb{Q}}\left[ e^{-\int_t^T n_s ds} \middle| \mathcal{F}_t \right] = A_n(t,T) e^{-B_n(t,T) n_t} \frac{I_T}{I_t} = \exp\left( \int_t^T \pi_s ds + \frac{1}{2} \sigma_I^2 (T-t) + \sigma_I (W_T^{I,\mathbb{Q}} - W_t^{I,\mathbb{Q}}) \right) --- *(Continued in next section: Equity Derivatives)*## II. Equity Derivatives ### A. Vanilla Options #### 1. European Options C(S_t, K, T, r, q, \sigma) = S_t e^{-q(T-t)} \Phi(d_1) - K e^{-r(T-t)} \Phi(d_2) P(S_t, K, T, r, q, \sigma) = K e^{-r(T-t)} \Phi(-d_2) - S_t e^{-q(T-t)} \Phi(-d_1) d_1 = \frac{\ln(S_t/K) + (r - q + \sigma^2/2)(T-t)}{\sigma \sqrt{T-t}} d_2 = d_1 - \sigma \sqrt{T-t}",,eq3/iflow-primer/formulas.csv
Untitled Equation,"SABR Volatility Surface Model
\sigma_{loc}(F, T) = \frac{\alpha}{F^{1-\beta} \left[1 + \left(\frac{1-\beta}{2}\right)^2 \alpha^2 T + \frac{\rho \beta \nu \alpha T}{F^{1-\beta}} + \left(\frac{2 - 3\rho^2}{24}\right)\nu^2 T\right]}
\cdot \left[1 + \left(1 - \beta + \frac{\rho \nu \alpha T}{F^{1-\beta}}\right)\ln\left(\frac{F}{K}\right) + \frac{(1-\beta)^2 \alpha^2 T}{6F^{2(1-\beta)}} + \frac{2 - 3\rho^2}{24}\nu^2 T\right]
where \alpha is the at-the-money volatility level, \beta \in [0,1] controls elasticity of volatility to underlying price, \nu is volatility of volatility, and \rho is correlation between asset price and volatility. The SABR (Stochastic Alpha Beta Rho) model, developed by Hagan et al. (2002), provides a parametric form for the implied volatility smile that captures key features: level, skew, and term structure. The model dynamics are: dF_t = \alpha_t F_t^\beta dW_t^F, d\alpha_t = \nu \alpha_t dW_t^\alpha, with dW_t^F dW_t^\alpha = \rho dt.",,eq3/asian-options-phd-equations.md
